text,quoted_text
b'Cola a\xc3\xad e vamo falar besteira pra passar o tempo \n\nhttps://t.co/wcU6SY2pJA',
b'No n\xc3\xadvel de quarentena que se algu\xc3\xa9m me chamar pra furar seguindo as regras da oms eu vou',
b'Me rendi ao batom rosinha https://t.co/BxJPVkopaN',
"b'Kkkkkkk, leite esperto \xc3\xa9 um leite que n\xc3\xa3o t\xc3\xa1 quente, mas tb n\xc3\xa3o t\xc3\xa1 frio, t\xc3\xa1 morno, a\xc3\xad \xc3\xa9 um leite esperto kkkkkkk\xe2\x80\xa6 https://t.co/dMd4KSXaCb'",
b'Eu fiz uma maquiagem do caralho',
b'A lynda me mandou mensagem perguntando se uma muie foi seca com ela e agora t\xc3\xb4 me sentindo culpada pq eu me comunic\xe2\x80\xa6 https://t.co/Zv6OdwgBWM',
b'[21/8 23:34] Larissa \xe2\x9d\xa4: Eu tava vendo um v\xc3\xaddeo na Marilyn Monroe n\xc3\xa9\n\nE a hta \xc3\xa9 a pura est\xc3\xa9tica da persona social de\xe2\x80\xa6 https://t.co/rjaq2NaR5Q',
b'T\xc3\xb4 nem a\xc3\xad vou pedir pra entregar um bolo aqui em casa e vou enfiar tudo dentro da boca',
"b'Eu tb gosto da palavra esperto, minha m\xc3\xa3e usa o termo ""leite esperto"", gosto do som das duas juntas \n\n\xe2\x80\x94 KKKKKKKKKKK\xe2\x80\xa6 https://t.co/bXpRRe0nCL'",
b'T\xc3\xa3o falando que eu sou e-girl EU NEM SEI O QUE \xc3\x89 ISSO',
"b'Estou me perguntando o que ser\xc3\xa1 que \xc3\xa9 melhor, seus poemas ou seus beijos? Ainda n\xc3\xa3o provei seu beijo \n\n\xe2\x80\x94 N\xc3\xa3o consig\xe2\x80\xa6 https://t.co/9bkXNAgRVS'",
b'Ningu\xc3\xa9m:\n\nEu: amigas tirei um nude lindo posso mandar pra vcs???????',
"b'Medo n\xc3\xa3o, mas qlq dia a gente se topa por a\xc3\xad, fica esperta \n\n\xe2\x80\x94 T\xc3\xb4 espertona, t\xc3\xa1 esperto tb? Vamos todos ficar esper\xe2\x80\xa6 https://t.co/LkbnYfafwn'",
b'Queria dizer q a gente tem altas conversas por aqui \n\n\xe2\x80\x94 Por que em an\xc3\xb4nimo? Voc\xc3\xaa tem medo de mim? KKKKK \n\nhttps://t.co/fKP5jVKkm1',
"b'Ai mo\xc3\xa7a, meu sonho \xc3\xa9 vc dar pra mim! Trist\xc3\xa3o aqui :( \n\n\xe2\x80\x94 Puts que triste hein mano\nFaz uma terapia \n\nhttps://t.co/t9J4J6rIbf'",
b'Em vez de ficar levantando discuss\xc3\xa3o bosta vcs n\xc3\xa3o querem juntar pra arrecadar umas comidas pra ajudar uma galera??\xe2\x80\xa6 https://t.co/GZU1hlmead',
b'Saudades de ter aula com a Rafa. Rever ela foi muito gostoso. At\xc3\xa9 o EaD com ela parece mais lindo',
"b'a melhor frase que eu j\xc3\xa1 ouvi durante uma foda foi:\n""(gemidos) acho que nem sou ateu mais, a pr\xc3\xb3pria deusa t\xc3\xa1 aqui\xe2\x80\xa6 https://t.co/mfICJfBcXY'",
b'Apelidos da minha m\xc3\xa3e para os filhos:\n-Jos\xc3\xa9 t\xc3\xa3o beb\xc3\xaa \n-Manu ca\xc3\xa7ula\n-Hagata munai bruxa',
"b'Fui lavar o quintal, mas t\xc3\xa1 frio akkkkk nem fodendo, voltei pra cama'",
b'Sexo virtual \xc3\xa9 um trem que nunca vou entender como as pessoas gostam. Se um cara me ati\xc3\xa7a de longe ele tem a OBRIGA\xe2\x80\xa6 https://t.co/bs2TFiLg3v',
"b'Transar com homem \xc3\xa9 ok, mas voc\xc3\xaas j\xc3\xa1 transaram com mulher, meninas? \xc3\x89 outra vida. Eu sou uma bissexual muito satisfeita'",
b'Ai eu amo demais minha amizade com a juju e a gabi',
b'Agora eu entendo porque minha m\xc3\xa3e sempre criticou meu padrasto por ser materialista. Ele t\xc3\xa1 discutindo com a minha\xe2\x80\xa6 https://t.co/5HYbemWdHZ',
b'No momento desse di\xc3\xa1logo aqui com a @lyndazinha_  eu tava no banheiro mijando m\xc3\xb3 tensa pensando meu deus eu vou dar\xe2\x80\xa6 https://t.co/nEoWIaYOVT',
"b'J\xc3\xa1 fiz muita bosta hoje, vou dormir'",
"b'Eu amo meus di\xc3\xa1logos com o Levi, \xc3\xa9 muito b\xc3\xa3o'",
b'acho que hoje eu fiz o melhor boquete da minha vida. \nBoa noite',
b'Vou te contar uma verdade dolorosa: voc\xc3\xaa n\xc3\xa3o \xc3\xa9 meu aluno preferido. Eu falo isso pra todos. Boa tarde.',
b'[19/8 11:48] Hagata: Odeio esse homem com os olhos bonitos\n[19/8 11:48] Hagata: A boca n\xc3\xa3o vi porque tava de m\xc3\xa1scara',
b'foda-seeeeeeeeeeeeeeeeeeeeeee',
b'eu vou cometer um crime de \xc3\xb3dio',
"b'tenho at\xc3\xa9 saudade de umas amizades, mas a\xc3\xad lembro do motivo que me fez afastar e fico de boa'",
b'brota https://t.co/hHQ1oWKolF',b'Estou na rede do gatinho curioso. Fiquem a vontade pra me xingar anonimamente ou s\xc3\xb3 fazer perguntas que (talvez) vo\xe2\x80\xa6 https://t.co/CS4elaIj9X'
"b's\xc3\xb3 chorei uma vez hoje, t\xc3\xb4 orgulhosa'",
b'Meu deus que calor eu vou morrer',
"b'""E se sua m\xc3\xa3e tivesse te abortado?""\n\nMeu anjo se isso tivesse acontecido eu estaria de boas l\xc3\xa1 no universo dos espe\xe2\x80\xa6 https://t.co/zzTSLTUA2Y'",
b'Desde o dia que vi um v\xc3\xaddeo de um jacar\xc3\xa9 escalando uma grade eu particularmente desacreditei de tudo e agora vivo c\xe2\x80\xa6 https://t.co/KEG7YkXCFR',
b'Menstruada h\xc3\xa1 um dia. Mood:\n\n-quero sorvete de tamarindo\n-quero fazer um oralzinho de 2hrs\n-quero jogar jogos de bo\xe2\x80\xa6 https://t.co/riiyf4zJKg',
b'Como \xc3\xa9 poss\xc3\xadvel sair tanto sangue de mim e ESTAR TUDO BEM?????????',
b'Quando essa pandemia acabar eu vou beijar TODOS as minhas amigas do grupinho Rivotril. Podem me cobrar',
b'Ser t\xc3\xa3o gostosa cansa muito',
b'[17/8 21:32] Hagata: Menstrua\xc3\xa7\xc3\xa3o \xc3\xa9 isso\n[17/8 21:32] Hagata: Quero transar e me matar na mesma intensidade',
b'Por que menstruar deixa a gente com tanto tes\xc3\xa3o? Puta merda bicho',
b'Nunca devia ter sa\xc3\xaddo da cadeia. Tomara que volte e apodre\xc3\xa7a l\xc3\xa1 https://t.co/YWGiirYoNO',"b'Sara Winter pode ser presa por divulgar dados de menina, dizem advogados https://t.co/nv2dHurU9s'"
b'Pois \xc3\xa9. https://t.co/uzT9CwXLD8',
"b'Incentivando minha biza a voltar a desenhar, minha m\xc3\xa3e deu um daqueles cadernos de colorir pra ela. Eu disse que as\xe2\x80\xa6 https://t.co/pIvs8sDy9N'",
"b'Vou silenciar TUDO relacionado a estupro e aborto. N\xc3\xa3o consigo, gente. J\xc3\xa1 t\xc3\xb4 passando mal'",
b'N\xc3\xa3o vou discutir mais. N\xc3\xa3o vou.',
"b'N\xc3\xa3o vou xingar ningu\xc3\xa9m hoje. N\xc3\xa3o vou. Respira, Hagata. A live foi muito gostosa com a galera. Pensa s\xc3\xb3 nisso. N\xc3\xa3o vamos xingar.'",
"b'Um trem que eu DETESTO \xc3\xa9 minha m\xc3\xa3e mentir pra mim falando que t\xc3\xa1 ""chegando"" sendo que nem saiu. Principalmente quan\xe2\x80\xa6 https://t.co/5iEZAww5l7'",
"b'T\xc3\xb4 sentindo que esse m\xc3\xaas ainda vou mandar meu padrasto ir tomar no cu, v\xc3\xa3o vendo'",
b'Meu white girl problem de hoje \xc3\xa9 a press\xc3\xa3o que est\xc3\xa3o me fazendo pra disponibilizar a vers\xc3\xa3o em espanhol de Catarina',
"b'Bolo de fub\xc3\xa1 n\xc3\xa3o pode ser fofinho, tem que ser seco e farinhento, daqueles que voc\xc3\xaa tem que beber dois litros de al\xe2\x80\xa6 https://t.co/n5eXeggevR'",
b'An\xc3\xa9m gente o leo \xc3\xa9 t\xc3\xa3o bonitinho falando da fam\xc3\xadlia dele',
b'Meu padrasto fala bosta demais eu n\xc3\xa3o aguento',
b'[15/8 20:45] Thauane \xe2\x9d\xa4: Queria dizer que eu vi os peitos da Hta de pertinho hj tantas vezes que quase consigo toca-los',
b'Meus peitos est\xc3\xa3o doloridos e infelizmente ningu\xc3\xa9m t\xc3\xa1 aqui pra massagear',
b'Meu cen\xc3\xa1rio ideal de riqueza hoje seria estat transando numa cama redonda de len\xc3\xa7ol branco enquanto tomo 5 litros d\xe2\x80\xa6 https://t.co/vwAoSxxaY3',
b'00:52\nQueria ser suas amigas \n\n\xe2\x80\x94 Akkkkkkkkkkkkkkkkk foda negah \n\nhttps://t.co/5dTV7mkh7N',
b'TOO LATE TO APOLOGIZE',
"b'Eu toda de preto, com uma m\xc3\xa1scara preta, cabelo vermelh\xc3\xa3o e salto alto\n\nNa moral eu adoraria apanhar de mim mesma. T\xc3\xb4 gostosa'",
b'Quem for pedir bebida pede pelo Ze delivery que a\xc3\xad vcs ganham desconto com meu cupom e eu tb bjs',
b'Admiro quem gosta de salsicha\nTrem ruim da porra',
"b'Acho muito chique quem consegue surfar\n\xc3\x80s vezes eu caio at\xc3\xa9 parada, imagina num trem em movimento na \xc3\x81GUA bicho'",
b'Viciada em Never Be The Same',
b'Meu padrasto \xc3\xa9 o tipo de pessoa que coloca o celular pra despertar em um lado da casa enquanto fica em outro. A\xc3\xad a\xe2\x80\xa6 https://t.co/0X2POGEwGH',
b'Parece que as pessoas nem fazem quest\xc3\xa3o de me conhecer. Elas se apegam no que eu pare\xc3\xa7o ser e isso \xc3\xa9 MUITO frustran\xe2\x80\xa6 https://t.co/oIC6yc0NUt',
b'00:51\n\nMandei foto dos meus peitos pras minhas amigas',
b'KLAROLINE \xc3\x89 A MINHA VIDA https://t.co/lD6QNteTFF',b'Klaroline ou Steroline? https://t.co/Ov05XLEd2X'
b'Minha m\xc3\xa3e fez uma comida t\xc3\xa3o gostosa que eu t\xc3\xb4 quase chorando comendo',
"b'Convido voc\xc3\xaas para falar de amor comigo da maneira mais improv\xc3\xa1vel (e a \xc3\xbanica poss\xc3\xadvel) nesse domingo, \xc3\xa0s 19hrs. L\xc3\xa1\xe2\x80\xa6 https://t.co/BYkV7ReutU'",
"b'Acho muito b\xc3\xa3o express\xc3\xa3o com comida. Tipo ""sua batata t\xc3\xa1 fritando"". N\xc3\xa3o consigo levar a s\xc3\xa9rio, s\xc3\xb3 consigo pensar na batata. Quero com\xc3\xaa-la'",
"b'meu deus do c\xc3\xa9u, para de insistir eu j\xc3\xa1 disse que n\xc3\xa3o caralhoooOooOoooO'",
b'Voc\xc3\xaa se relaciona com homens ? O.o \n\n\xe2\x80\x94 Sou bissexual. https://t.co/P45XsJd3C6',
b'KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK https://t.co/TAIvC5C3Yb',"b'""EU N\xc3\x83O FACO AMOR, EU FODO COM FOR\xc3\x87A"".  \xf0\x9f\x98\x88\n\nSe voc\xc3\xaa diz isso pra uma mina, pode ter certeza que nunca mais ela te la\xe2\x80\xa6 https://t.co/3P5ROZ6qET'"
b'Esse neg\xc3\xb3cio de ir embora \xc3\xa9 um trem n\xc3\xa9',
b'Hoje deu vontade de namorar um cara estranho e com apar\xc3\xaancia duvidosa',
"b'Eu acho que assusto as pessoas, desculpa. Ontem umas tr\xc3\xaas pessoas me mandaram mensagem falando que achavam que eu n\xe2\x80\xa6 https://t.co/nzHFW3G2tK'",
b'Vou s\xc3\xb3 deixar esse link aqui. Meu cora\xc3\xa7\xc3\xa3o sentiu que deveria. \n\nhttps://t.co/RRpOsQ1MyT',
"b'O cara tem barbinha na r\xc3\xa9gua, cabelo com gel, tanquinho e acha que tem chance comigo \n\nMeu filho eu gosto de homem\xe2\x80\xa6 https://t.co/vrw3hfk3QP'",
"b'Vc disse q tinha um gato no seu guarda roupa, mas eu nem sei onde vc mora! \n\n\xe2\x80\x94 KKKKKKKK dificilmente ter\xc3\xa1 um homem\xe2\x80\xa6 https://t.co/lStLlx305v'",
"b'Cada vez q vc fala q se fechou e n\xc3\xa3o consegue mais se aproximar de algu\xc3\xa9m e me vejo do msm jeito, e parece eterno\xe2\x80\xa6\xe2\x80\xa6 https://t.co/Z81E9hm3QF'",
b'Tinha um gato dentro do guarda roupa. Se voc\xc3\xaas soubessem o susto que eu levei\n\nProvavelmente acordei a rua toda',
b'Nossa eu t\xc3\xb4 chata',
b'Boa noite ta dando tudo errado no ead',
b'Meu deus aula em ead \xc3\xa9 muito tenso',
"b'\xe2\x9a\xa0ATEN\xc3\x87\xc3\x83O\xe2\x9a\xa0\n\nTEM POST NOVO NO BLOG!\n\nHoje eu defendi o sexo selvagem, o satanismo e as aquarelas. LEITURA OBRIGAT\xc3\x93RIA\xe2\x80\xa6 https://t.co/SkixTUp0GC'",
b'[11/8 13:48] Lynda \xe2\x9d\xa4: A vacina tem at\xc3\xa9 nome vei olha a\xc3\xad\n[11/8 13:48] Lynda \xe2\x9d\xa4: Sputnik V\n[11/8 13:48] Hagata: Nu arr\xe2\x80\xa6 https://t.co/iJAS2lXo0B',
"b'Vai ficar tudo bem, s\xc3\xb3 preciso parar de chorar'",
b'Meu deus eu sou muito feia chorando',
b'Fugi e t\xc3\xb4 chorando deitada na cama do meu vov\xc3\xb4 falecido',
b'SIM KKKKKKKK todas as entrevistas de emprego que eu fiz na rede particular dei um jeito de cair fora https://t.co/nNJz8OJXQj',b'Todo mundo sabe que a profiss\xc3\xa3o professor \xc3\xa9 desvalorizada. Mas c\xc3\xaas sabiam que \xc3\xa9 desvalorizada n\xc3\xadvel R$ 16 reais hor\xe2\x80\xa6 https://t.co/Hf9scc8LLm'
b'Brota\n\nhttps://t.co/wcU6SY2pJA',
b'Uma coisa que me deixa brava \xc3\xa9 minha m\xc3\xa3e me chantagear pra n\xc3\xa3o ir pros meus compromissos porque eu tenho que cuidar\xe2\x80\xa6 https://t.co/iw1lM5Zugy',
"b'Acho que nunca falei isso aqui, mas quando eu era crian\xc3\xa7a eu morria de medo de rapadura. Eu chorava horrores toda v\xe2\x80\xa6 https://t.co/1O3zpiFtCT'",
b'KKKKKKKKKKKKKKKKAAAAA https://t.co/PJzg5gi4mo',
b'EU AMO ESSE V\xc3\x8dDEO KKKKKKKKK https://t.co/vXuApuVXdL',b'https://t.co/mgGeCHlaFk'
b'Tenho tes\xc3\xa3o em homem que chama gar\xc3\xa7om de patr\xc3\xa3o ou doutor\n\nSei l\xc3\xa1 me arrepio toda',
"b'Tudo bem, Hagata. N\xc3\xa3o \xc3\xa9 isso que realmente importa. Por favor, n\xc3\xa3o vamos deixar isso destruir a gente. Vai ficar tudo bem.'",
b'Agosto \xc3\xa9 o m\xc3\xaas que tudo vai explodir \xc3\xa9 isso??????????',
"b'Se tem uma frase que eu detesto \xc3\xa9 a ""Ouvi falar X coisa de voc\xc3\xaa"". Mano, vai tomar no seu cu. Essa frase, al\xc3\xa9m de n\xc3\xa3\xe2\x80\xa6 https://t.co/Gs6TJf9SmF'",
b'Mano n\xc3\xa3o coloca amendoim no yakisoba \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',
b'Eu https://t.co/8OseWQcErT',b'Minha m\xc3\xa3e est\xc3\xa1 preocupada pq n\xc3\xa3o vai dar tempo de arrumar as unhas\n\n ATEN\xc3\x87\xc3\x83O\n\n para a reuni\xc3\xa3o ONLINE'
b'Minha habilidade de jogar a coberta no ch\xc3\xa3o durante a noite \xc3\xa9 incr\xc3\xadvel',
b'Eu t\xc3\xb4 chorando por tantos motivos que eu nem sei exatamente o porqu\xc3\xaa de estar chorando ainda',
b'Vou virar coach e vender um curso online de relacionamentos. Meu slogan vai ser: fa\xc3\xa7o TODOS os relacionamentos dare\xe2\x80\xa6 https://t.co/fTlBvyeIOD',
b'Eu t\xc3\xb4 cansada. \xc3\x89 isso. Desde mar\xc3\xa7o trancada. Nunca pensei que fosse chorar por esse tipo de exaust\xc3\xa3o. Mas eu t\xc3\xb4 mui\xe2\x80\xa6 https://t.co/Sd5BbbXU5B',
"b'Poxa Carlisle Cullen, voc\xc3\xaa \xc3\xa9 um p\xc3\xa3oz\xc3\xa3o de alho com uma coquinha gelada, pqp'",
b'Domingo \xc3\xa9 o dia que t\xc3\xa1 liberado tudo \nVou comer p\xc3\xa3o com maionese e abrir o pote de pa\xc3\xa7oca',
b'Feliz domingo https://t.co/TNvyBnuE2p',
b'QU\xc3\x83O ECL\xc3\x89TICO VOC\xc3\x8a \xc3\x89?\n\nfunk\xe2\x80\x94 toca no role nois dan\xc3\xa7a\nsertanejo\xe2\x80\x94 muuu bora\nsamba\xe2\x80\x94 top\npagode\xe2\x80\x94 boraaa\nmpb\xe2\x80\x94 vamo demai\xe2\x80\xa6 https://t.co/uUyCsrHeds',
b'Ningu\xc3\xa9m:\n\nMinha m\xc3\xa3e: PODE COLOCAR \xc3\x93LEO MINERAL NO NARIZ?\n\nJuro que ela acabou de perguntar isso',
"b'Te amo, peda\xc3\xa7o de gente.\nVoc\xc3\xaa merece toda a felicidade do mundo.\nVoc\xc3\xaa merece Plut\xc3\xa3o. \n\n\xe2\x80\x94 Oi, bem.\nEu queria merecer\xe2\x80\xa6 https://t.co/4FjOqRA8rB'",
b'Eu: a\nMeu tio: MAS E SEU NAMORADO? CAD\xc3\x8a?',
b'#NewProfilePic https://t.co/v20BMTETHq',
"b'Meus vizinhos fazem festa TODO DIA, de domingo a domingo. Som no talo e aglomera\xc3\xa7\xc3\xa3o'",
"b'Chuuuuva no telhaaaado, vento no portaaaaao, e eu aqui, com o pau n\xc3\xa3o maaaaaaao; fiz pra vc, por nada \n\n\xe2\x80\x94 Amadoh???\xe2\x80\xa6 https://t.co/zMTVzqcAWw'",
b'Literagata https://t.co/MgD6ecNvO0',"b'De acordo com seu nome, qual seria seu empreendimento? https://t.co/RjrgrFLTPW'"
"b'Meu padrasto ""n\xc3\xa3o sou racista""\n\n-Logo ap\xc3\xb3s falar algo extremamente racista'",
b'Metade tristeza\nMetade fome',
"b'[8/8 15:40] Gabi: Eu t\xc3\xb4 tentando comer um bife e n\xc3\xa3o t\xc3\xb4 conseguindo mais, ele era muito grande\n[8/8 15:40] Hagata:\xe2\x80\xa6 https://t.co/P1IHQ0FrjV'",
"b'sim, amigo.\nvoc\xc3\xaa realmente est\xc3\xa1 quebrando padr\xc3\xb5es e se mostrando o defensor dos oprimidos ao criticar a apar\xc3\xaancia d\xe2\x80\xa6 https://t.co/zd120TKPW4'",
b'Minha autoestima abaixou uns 70% em 5 minutos',
b'Mam\xc3\xa3e chamou pra assistir filme e j\xc3\xa1 est\xc3\xa1 a mimir',
"b'Eu e vc, mais um casal, rolava? \xe2\x80\x94 \n\nQuem sabe KKKKKKKKK t\xc3\xb4 brincando mas posso estar falando s\xc3\xa9rio  \n\nhttps://t.co/Ck28flGC3D'",
"b'A foto dos eu twitter consegue ser sexy (pelo \xc3\xb3culos) e engra\xc3\xa7ada (pelo brinco), Vc \xc3\xa9 linda demaaaaaaais, Aaaaaaah\xe2\x80\xa6 https://t.co/aFqDMphX46'",
b'KKKKKKKKKKKZKZNSKSNSJDBJSBSSJBSE https://t.co/tzYyJRl2p0',b'um cara que eu ficava um tempo atr\xc3\xa1s e foi bloqueado me mandou EMAIL pra perguntar se eu t\xc3\xb4 bem \nai sinceramente'
b'Vendo essa galera do IFTM idolatrar professores que humilharam alunas v\xc3\xadtimas de ass\xc3\xa9dio e estupro simplesmente por\xe2\x80\xa6 https://t.co/BQTYBeo8uF',
b'\xc3\xa9 s\xc3\xb3 dar 15hrs que meu corpo fala huuuum vamos mimir',
b'Primeiro passo pra me conquistar: mandar um duplo cheddar do BK aqui em casa',
b'eu o m\xc3\xaas passado inteirinho\ndeus me ajude esse m\xc3\xaas https://t.co/B83sbHcQbL',"b'pronto, gastei como uma inconsequente'"
b'Sim amigo comentar desesperadamente meus posts em caps lock pedindo uma chance vai me convencer\n\nConfie no seu potencial',
"b'Me deseja uma boa sexta mas nem manda entregar uma Heineken com uma florzinha aqui em casa. Enfim, a hipocrisia'",
b'Eu https://t.co/fi0XrI49eh',b'o que vc ta fazendo de bom na quarentena? aprendeu alguma coisa nova? \xe2\x80\x94 Aprendi 17 novas formas de masturba\xc3\xa7\xc3\xa3o e vc https://t.co/IZcq0MeR2q'
b'Imagina o inferno que vai ser voltar a usar cal\xc3\xa7a jeans depois desses meses todos de pijama',
"b'Gosto daquela m\xc3\xbasica do Luan Santana\n\n""Eu, voc\xc3\xaa, tr\xc3\xaas ramisters, dois porquinhos, um Coelho, tr\xc3\xaas gatos e cinco cachorrosss..."" \xf0\x9f\x8e\xb5'",
b'Como faz pra ser linda at\xc3\xa9 com a m\xc3\xa1scara do Faust\xc3\xa3o?? Kkk \xe2\x80\x94 KKKKKKKKKKK a\xc3\xad \xc3\xa9 que t\xc3\xa1 \nA m\xc3\xa1scara tampa minha cara fei\xe2\x80\xa6 https://t.co/SCCMAoQAlS',
"b'Eu: a\nMinha m\xc3\xa3e: minha filha, voc\xc3\xaa t\xc3\xa1 muito recalcada'",
b'Ser\xc3\xa1 que se eu ficar gr\xc3\xa1vida algum dia eu vou dar esses desejos estranhos igual essas doidas que eu vejo comendo SABONETE?',
"b'Ai deus meu instinto sapat\xc3\xa3o t\xc3\xa1 gritando alto demais algu\xc3\xa9m me ajuda\n\nN\xc3\x83O POSSO PENSAR ISSO\nmas eu quero\nMAS N\xc3\x83O PODE, HAGATA'",
"b'Ou, sdd do seu twitter, n\xc3\xa3o tenho, mas gostava de te ""seguir"" :( \xe2\x80\x94 Uai, como assim kkkkk segue l\xc3\xa1 @hagatapv\nS\xc3\xb3 avis\xe2\x80\xa6 https://t.co/TkK7uLohZy'",
b'planos de publica\xc3\xa7\xc3\xa3o em livros esse ano ainda? \xe2\x80\x94 Quem sabe! Acompanha minhas redes sociais profissionais que se p\xc3\xa1\xe2\x80\xa6 https://t.co/8MdaN9GBFQ',
"b'Ok vamos mudar de assunto, o c\xc3\xa9u ta bonito n\xc3\xa9 \nT\xc3\xb4 nervouse'",
b'Saudades dar em cima do gar\xc3\xa7om',
b'Da pr\xc3\xb3xima vez que eu for pra um bar entrar em coma alco\xc3\xb3lico voc\xc3\xaas j\xc3\xa1 v\xc3\xa3o ter esquecido esse trem de oz\xc3\xb4nio e eu v\xe2\x80\xa6 https://t.co/urrMCGa2Uo',
b'Como lidar com vizinhos novos que ficam com som alto o DIA TODO',
b'eu AMO os coment\xc3\xa1rios agressivos do gabriel\nSensacional',
b'ai que dia b\xc3\xa3o!',
b'Meu deus que saudade de uma transa braba',
b'Acabei de ter uma crise al\xc3\xa9rgica horrorosa',
"b'Se eu ver algu\xc3\xa9m disseminando bifobia aqui \xc3\xa9 block NA HORA. Fa\xc3\xa7a o favor de sumir daqui, estrume.'",
b'#NewProfilePic https://t.co/3Itj2s1Itv',
"b'Status de relacionamento: sem ficar com ningu\xc3\xa9m, sem conseguir gostar de ningu\xc3\xa9m, sem conseguir ajeitar o cora\xc3\xa7\xc3\xa3o. Obrigada aos envolvidos'",
"b'ser\xc3\xa1 q voc\xc3\xaa me perdoaria por tudo? \n\n\xe2\x80\x94 Perdoar \xc3\xa9 f\xc3\xa1cil, jovem. Dif\xc3\xadcil \xc3\xa9 voc\xc3\xaa voltar pra minha vida. N\xc3\xa3o sei quem \xc3\xa9\xe2\x80\xa6 https://t.co/UsP1t5ea4U'",
"b'se chama hagata mas n\xc3\xa3o quer ser A Gata da minha vida, enfim a hipocrisia \n\n-KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK \n\nhttps://t.co/gyhSKFtuLf'",
b'agora eu surtei e quero aprender a fazer tapete',
b'Se mais alguma prima minha ficar gr\xc3\xa1vida eu vou ter uma crise de identidade',
b'Minha irm\xc3\xa3 almo\xc3\xa7a e janta vendo v\xc3\xaddeo no celular. Se eu fizesse isso na idade dela minha m\xc3\xa3e iria enfiar minha cara\xe2\x80\xa6 https://t.co/DaHJA8bef1',
b'Eu me odeio mas n\xc3\xa3o ao ponto de dizer que amo um homem novamente',
b'QUANTO VOC\xc3\x8a \xc3\x89 DE 0 A 10??\n \ninseguro: 10\nvingativo: 3\ncarinhoso: 10\ngrosso: 4\nsens\xc3\xadvel: 10\nignorante: 3\nciumento: 4\xe2\x80\xa6 https://t.co/IErlZdYVZf',
b'Mal acordei e j\xc3\xa1 vi que tem um prefeito querendo enfiar trem no cu dos outros QUE ISSO',
"b'Quarentena inverteu tudo, segunda a noite j\xc3\xa1 t\xc3\xb4 com tes\xc3\xa3o meu dEUS do c\xc3\xa9u'",
b'[3/8 21:52] Hagata: Gente o cabelo da larissa t\xc3\xa1 t\xc3\xa3o bonito\n[3/8 21:52] Hagata: Que eu facilmente deixaria ela enfi\xe2\x80\xa6 https://t.co/C3bLnGB6rL',
"b'A minha maior saudade \xc3\xa9 o trabalho volunt\xc3\xa1rio. \xc3\x89 incr\xc3\xadvel como enriquece o cora\xc3\xa7\xc3\xa3o. Acaba logo, corona \xf0\x9f\x98\xad'",
"b'Se fez um coment\xc3\xa1rio de um amigo meu que n\xc3\xa3o foi bacana fica ligada nas suas caminhada, certo pelo certo \xe2\x80\x94 Kkkkkkkk\xe2\x80\xa6 https://t.co/ILzGsfJqJO'",
b'potagaH \xe2\x80\x94 Deus \xc3\xa9 top https://t.co/tx6Q4n6SY0',
b'E o Fred Elboni que postou trem novo no facebook do NADA sem nem fazer quest\xc3\xa3o de se explicar ou sei l\xc3\xa1. Pelo menos\xe2\x80\xa6 https://t.co/PxpojP94e3',
b'Brota https://t.co/hHQ1oWKolF',b'Estou na rede do gatinho curioso. Fiquem a vontade pra me xingar anonimamente ou s\xc3\xb3 fazer perguntas que (talvez) vo\xe2\x80\xa6 https://t.co/CS4elaIj9X'
b'Irresponsabilidade com os outros me deixa indignada',
"b'Passando a quarentena trabalhando igual uma fodida, resolvi que tb mere\xc3\xa7o mimos https://t.co/wpzyTkKGNT'",
"b'hoje meu dia se resumiu a comprar um champanhe, fazer um bolo, ficar b\xc3\xaabada, inventar um tira gosto e quase esquecer de tomar banho'",
b'Minha ins\xc3\xb4nia t\xc3\xa1 me matando',
"b'Quarentena starter pack: cerveja, depress\xc3\xa3o, m\xc3\xbasica alta, tes\xc3\xa3o, carinho no dog e doritos de janta https://t.co/8thkY9d3ju'",
b'Esse homem \xc3\xa9 muito feio. Exatamente como eu gosto. T\xc3\xb4 apaixonada',
"b'""Ai pq em NY eles comem pizza com a m\xc3\xa3o""\n\nMeu filho\nEm pleno Brasil no meio do mato\nUma massa com 2kg de palmito, 3\xe2\x80\xa6 https://t.co/dMrknmRo5B'",
b'J\xc3\xa1 fiz isso inclusive muitas vezes com certos macho\nSentei na bosta e disse uau que del\xc3\xadcia \n\nMe fodi https://t.co/72DAKedrde',"b'louca, louca, louca de pedra. a ponto de sentar num coc\xc3\xb4 e dizer: a\xc3\xad que del\xc3\xadcia https://t.co/O7DvBW60AL'"
b'Ser\xc3\xa1 que eu sou muito ranzinza?',
"b'N\xc3\xa3o for\xc3\xa7a intimidade comigo, s\xc3\xa9rio'",
b'Todo dia um batom vermelho https://t.co/ozgiuG1zns',
"b'[30/7 23:12] Eu, Hagata: Eu tenho uma vis\xc3\xa3o mais radical de despedida de solteiro. Acho que a gente tem que sei l\xc3\xa1\xe2\x80\xa6 https://t.co/TGFLZsJALf'",
